File Path, Line Number, Line Content
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4103, border-color: #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4108, /* background-color: #dddddd;*/
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4112, background-color: #cccccc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4117, border-color: #e7e7e7;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4122, border-top-color: #333333;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4123, border-bottom-color: #333333;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4129, color: #555555;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4130, background-color: #e7e7e7;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4136, border-top-color: #555555;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4137, border-bottom-color: #555555;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4141, border-top-color: #777777;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4142, border-bottom-color: #777777;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4147, color: #777777;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4151, color: #333333;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4157, color: #555555;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4158, background-color: #e7e7e7;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4163, color: #cccccc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4169, color: #777777;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4173, /*color: #333333;*/
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4177, background-color: #222222;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4178, border-color: #080808;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4182, color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4187, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4192, color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4196, color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4201, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4208, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4209, background-color: #080808;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4215, color: #444444;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4220, border-color: #333333;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4225, background-color: #333333;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4229, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4234, border-color: #101010;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4240, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4241, background-color: #080808;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4245, border-top-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4246, border-bottom-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4250, border-top-color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4251, border-bottom-color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4257, border-top-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4258, border-bottom-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4263, border-color: #080808;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4266, color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4270, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4276, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4277, background-color: #080808;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4282, color: #444444;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4288, color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4292, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4299, background-color: #f5f5f5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4309, color: #cccccc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4314, color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4336, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4337, border: 1px solid #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4357, background-color: #eeeeee;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4367, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4369, background-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4370, border-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4379, color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4381, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4382, border-color: #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4456, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4457, border: 1px solid #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4464, background-color: #eeeeee;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4481, color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4483, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4492, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4502, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4512, background-color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4517, background-color: #808080;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4521, background-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4526, background-color: #3071a9;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4530, background-color: #5cb85c;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4535, background-color: #449d44;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4539, background-color: #5bc0de;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4544, background-color: #31b0d5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4548, background-color: #f0ad4e;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4553, background-color: #ec971f;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4557, background-color: #d9534f;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4562, background-color: #c9302c;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4572, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4576, background-color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4586, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4598, color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4599, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4613, background-color: #eeeeee;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4651, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4652, border: 1px solid #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4669, border-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4674, color: #333333;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4714, color: #468847;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4715, background-color: #dff0d8;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4716, border-color: #d6e9c6;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4720, border-top-color: #c9e2b3;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4724, color: #356635;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4728, color: #3a87ad;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4729, background-color: #d9edf7;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4730, border-color: #bce8f1;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4734, border-top-color: #a6e1ec;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4738, color: #2d6987;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4742, color: #c09853;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4743, background-color: #fcf8e3;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4744, border-color: #faebcc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4748, border-top-color: #f7e1b5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4752, color: #a47e3c;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4756, color: #b94a48;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4757, background-color: #f2dede;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4758, border-color: #ebccd1;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4762, border-top-color: #e4b9c0;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4766, color: #953b39;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4809, background-color: #f5f5f5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4821, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4823, background-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4844, background-color: #5cb85c;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4855, background-color: #5bc0de;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4866, background-color: #f0ad4e;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4877, background-color: #d9534f;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4933, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4934, border: 1px solid #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4957, color: #555555;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4961, color: #333333;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4967, background-color: #f5f5f5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4974, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4975, background-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4976, border-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 4988, color: #e1edf7;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5003, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5062, border-top: 1px solid #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5138, background-color: #f5f5f5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5139, border-top: 1px solid #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5159, border-top: 1px solid #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5167, border-bottom: 1px solid #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5171, border-color: #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5175, color: #333333;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5176, background-color: #f5f5f5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5177, border-color: #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5181, border-top-color: #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5185, border-color: #333333 transparent;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5189, border-bottom-color: #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5193, border-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5197, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5198, background-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5199, border-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5203, border-top-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5207, border-color: #ffffff transparent;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5211, border-bottom-color: #428bca;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5215, border-color: #d6e9c6;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5219, color: #468847;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5220, background-color: #dff0d8;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5221, border-color: #d6e9c6;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5225, border-top-color: #d6e9c6;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5229, border-color: #468847 transparent;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5233, border-bottom-color: #d6e9c6;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5237, border-color: #faebcc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5241, color: #c09853;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5242, background-color: #fcf8e3;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5243, border-color: #faebcc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5247, border-top-color: #faebcc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5251, border-color: #c09853 transparent;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5255, border-bottom-color: #faebcc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5259, border-color: #ebccd1;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5263, color: #b94a48;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5264, background-color: #f2dede;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5265, border-color: #ebccd1;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5269, border-top-color: #ebccd1;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5273, border-color: #b94a48 transparent;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5277, border-bottom-color: #ebccd1;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5281, border-color: #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5285, color: #333333;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5286, background-color: #f5f5f5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5287, border-color: #dddddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5291, border-top-color: #bce8f1;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5295, border-color: #3a87ad transparent;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5299, border-bottom-color: #bce8f1;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5306, background-color: #f5f5f5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5307, border: 1px solid #e3e3e3;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5314, border-color: #ddd;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5333, color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5334, text-shadow: 0 1px 0 #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5341, color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5399, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5400, border: 1px solid #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5416, background-color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5432, border-bottom: 1px solid #e5e5e5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5453, border-top: 1px solid #e5e5e5;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5540, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5543, background-color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5559, border-top-color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5566, border-top-color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5573, border-top-color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5581, border-right-color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5589, border-left-color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5597, border-bottom-color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5604, border-bottom-color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5611, border-bottom-color: #000000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5625, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5626, border: 1px solid #cccccc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5656, background-color: #f7f7f7;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5657, border-bottom: 1px solid #ebebeb;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5688, border-top-color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5696, border-top-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5705, border-right-color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5713, border-right-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5722, border-bottom-color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5730, border-bottom-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5739, border-left-color: #999999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5747, border-left-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5822, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5835, filter: progid:DXImageTransform.Microsoft.gradient(startColorstr='#80000000', endColorstr='#00000000', GradientType=1);
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5846, filter: progid:DXImageTransform.Microsoft.gradient(startColorstr='#00000000', endColorstr='#80000000', GradientType=1);
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5851, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5913, background-color: #000 \9;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5915, border: 1px solid #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5923, background-color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\bootstrap-ie.css, 5934, color: #ffffff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 2, The base color for this template is #5c87b2. If you'd like
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 4, #5c87b2 with your new color.
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 9, background-color: #fff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 18, border: solid 1px #dcdcdc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 23, /*  background-color: #5c87b2; */
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 30, color: #696969;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 35, color: #034af3;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 40, color: #505abc;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 44, color: #1d60ff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 49, color: #12eb87;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 63, color: #000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 77, color: #808080;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 82, color: #96C93D;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 117, color: #000;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 126, color: #fff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 136, background-color: #fff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 143, color: #999;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 155, /* border-bottom: 1px #5C87B2 solid; */
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 174, color: #fff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 185, /*  background-color: #fff; */
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 186, /* color: #034af3;  */
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 187, color: #666666;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 192, background-color: #fff;
C:\EPAM-Work\Litmos_Core\Litmos.Api\Content\Shopify_Site.css, 198, background-color: #a6e2a6;
